"GOTermMatch","Term","Ontology","GOId","TermFromMSigDB"
"positiveregulationofproteinmodificationbysmallproteinconjugationorremoval","positive regulation of protein modification by small protein conjugation or removal","BP","GO:1903322","GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL"
"positiveregulationofproteinmodificationprocess","positive regulation of protein modification process","BP","GO:0031401","GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS"
"positiveregulationofproteinoligomerization","positive regulation of protein oligomerization","BP","GO:0032461","GO_POSITIVE_REGULATION_OF_PROTEIN_OLIGOMERIZATION"
"positiveregulationofproteinpolymerization","positive regulation of protein polymerization","BP","GO:0032273","GO_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION"
"positiveregulationofproteinsecretion","positive regulation of protein secretion","BP","GO:0050714","GO_POSITIVE_REGULATION_OF_PROTEIN_SECRETION"
"positiveregulationofproteinserinethreoninekinaseactivity","positive regulation of protein serine/threonine kinase activity","BP","GO:0071902","GO_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY"
"positiveregulationofproteinsumoylation","positive regulation of protein sumoylation","BP","GO:0033235","GO_POSITIVE_REGULATION_OF_PROTEIN_SUMOYLATION"
"positiveregulationofproteintargetingtomembrane","positive regulation of protein targeting to membrane","BP","GO:0090314","GO_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE"
"positiveregulationofproteintyrosinekinaseactivity","positive regulation of protein tyrosine kinase activity","BP","GO:0061098","GO_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY"
"positiveregulationofproteolysis","positive regulation of proteolysis","BP","GO:0045862","GO_POSITIVE_REGULATION_OF_PROTEOLYSIS"
"positiveregulationofpurinenucleotidemetabolicprocess","positive regulation of purine nucleotide metabolic process","BP","GO:1900544","GO_POSITIVE_REGULATION_OF_PURINE_NUCLEOTIDE_METABOLIC_PROCESS"
"positiveregulationofreactiveoxygenspeciesbiosyntheticprocess","positive regulation of reactive oxygen species biosynthetic process","BP","GO:1903428","GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS"
"positiveregulationofreactiveoxygenspeciesmetabolicprocess","positive regulation of reactive oxygen species metabolic process","BP","GO:2000379","GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS"
"positiveregulationofreceptoractivity","positive regulation of receptor activity","BP","GO:2000273","GO_POSITIVE_REGULATION_OF_RECEPTOR_ACTIVITY"
"positiveregulationofreceptorbiosyntheticprocess","positive regulation of receptor biosynthetic process","BP","GO:0010870","GO_POSITIVE_REGULATION_OF_RECEPTOR_BIOSYNTHETIC_PROCESS"
"positiveregulationofreceptorinternalization","positive regulation of receptor internalization","BP","GO:0002092","GO_POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION"
"positiveregulationofreceptormediatedendocytosis","positive regulation of receptor-mediated endocytosis","BP","GO:0048260","GO_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS"
"positiveregulationofreceptorrecycling","positive regulation of receptor recycling","BP","GO:0001921","GO_POSITIVE_REGULATION_OF_RECEPTOR_RECYCLING"
"positiveregulationofregulatedsecretorypathway","positive regulation of regulated secretory pathway","BP","GO:1903307","GO_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY"
"positiveregulationofreleaseofcytochromecfrommitochondria","positive regulation of release of cytochrome c from mitochondria","BP","GO:0090200","GO_POSITIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA"
"positiveregulationofreleaseofsequesteredcalciumionintocytosol","positive regulation of release of sequestered calcium ion into cytosol","BP","GO:0051281","GO_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL"
"positiveregulationofrenalsodiumexcretion","positive regulation of renal sodium excretion","BP","GO:0035815","GO_POSITIVE_REGULATION_OF_RENAL_SODIUM_EXCRETION"
"positiveregulationofreproductiveprocess","positive regulation of reproductive process","BP","GO:2000243","GO_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS"
"positiveregulationofresponsetobioticstimulus","positive regulation of response to biotic stimulus","BP","GO:0002833","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS"
"positiveregulationofresponsetocytokinestimulus","positive regulation of response to cytokine stimulus","BP","GO:0060760","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS"
"positiveregulationofresponsetodnadamagestimulus","positive regulation of response to DNA damage stimulus","BP","GO:2001022","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS"
"positiveregulationofresponsetoexternalstimulus","positive regulation of response to external stimulus","BP","GO:0032103","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS"
"positiveregulationofresponsetoextracellularstimulus","positive regulation of response to extracellular stimulus","BP","GO:0032106","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS"
"positiveregulationofresponsetonutrientlevels","positive regulation of response to nutrient levels","BP","GO:0032109","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_NUTRIENT_LEVELS"
"positiveregulationofresponsetooxidativestress","positive regulation of response to oxidative stress","BP","GO:1902884","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS"
"positiveregulationofresponsetostimulus","positive regulation of response to stimulus","BP","GO:0048584","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS"
"positiveregulationofresponsetotumorcell","positive regulation of response to tumor cell","BP","GO:0002836","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL"
"positiveregulationofresponsetowounding","positive regulation of response to wounding","BP","GO:1903036","GO_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING"
"positiveregulationofrhoproteinsignaltransduction","positive regulation of Rho protein signal transduction","BP","GO:0035025","GO_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION"
"positiveregulationofrnasplicing","positive regulation of RNA splicing","BP","GO:0033120","GO_POSITIVE_REGULATION_OF_RNA_SPLICING"
"positiveregulationofsecretion","positive regulation of secretion","BP","GO:0051047","GO_POSITIVE_REGULATION_OF_SECRETION"
"positiveregulationofsequencespecificdnabindingtranscriptionfactoractivity","positive regulation of sequence-specific DNA binding transcription factor activity","BP","GO:0051091","GO_POSITIVE_REGULATION_OF_SEQUENCE_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY"
"positiveregulationofsequesteringofcalciumion","positive regulation of sequestering of calcium ion","BP","GO:0051284","GO_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION"
"positiveregulationofsignaltransductionbyp53classmediator","positive regulation of signal transduction by p53 class mediator","BP","GO:1901798","GO_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR"
"positiveregulationofskeletalmuscletissuedevelopment","positive regulation of skeletal muscle tissue development","BP","GO:0048643","GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT"
"positiveregulationofsmadproteinimportintonucleus","positive regulation of SMAD protein import into nucleus","BP","GO:0060391","GO_POSITIVE_REGULATION_OF_SMAD_PROTEIN_IMPORT_INTO_NUCLEUS"
"positiveregulationofsmallgtpasemediatedsignaltransduction","positive regulation of small GTPase mediated signal transduction","BP","GO:0051057","GO_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION"
"positiveregulationofsmoothenedsignalingpathway","positive regulation of smoothened signaling pathway","BP","GO:0045880","GO_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY"
"positiveregulationofsmoothmusclecellmigration","positive regulation of smooth muscle cell migration","BP","GO:0014911","GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION"
"positiveregulationofsmoothmusclecellproliferation","positive regulation of smooth muscle cell proliferation","BP","GO:0048661","GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION"
"positiveregulationofsmoothmusclecontraction","positive regulation of smooth muscle contraction","BP","GO:0045987","GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION"
"positiveregulationofsodiumiontransmembranetransport","positive regulation of sodium ion transmembrane transport","BP","GO:1902307","GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT"
"positiveregulationofsodiumiontransmembranetransporteractivity","positive regulation of sodium ion transmembrane transporter activity","BP","GO:2000651","GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"
"positiveregulationofsodiumiontransport","positive regulation of sodium ion transport","BP","GO:0010765","GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSPORT"
"positiveregulationofsproutingangiogenesis","positive regulation of sprouting angiogenesis","BP","GO:1903672","GO_POSITIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS"
"positiveregulationofstatcascade","positive regulation of STAT cascade","BP","GO:1904894","GO_POSITIVE_REGULATION_OF_STAT_CASCADE"
"positiveregulationofstemcelldifferentiation","positive regulation of stem cell differentiation","BP","GO:2000738","GO_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION"
"positiveregulationofstemcellproliferation","positive regulation of stem cell proliferation","BP","GO:2000648","GO_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION"
"positiveregulationofsteroidbiosyntheticprocess","positive regulation of steroid biosynthetic process","BP","GO:0010893","GO_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS"
"positiveregulationofsteroidmetabolicprocess","positive regulation of steroid metabolic process","BP","GO:0045940","GO_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS"
"positiveregulationofsteroltransport","positive regulation of sterol transport","BP","GO:0032373","GO_POSITIVE_REGULATION_OF_STEROL_TRANSPORT"
"positiveregulationofstressactivatedproteinkinasesignalingcascade","positive regulation of stress-activated protein kinase signaling cascade","BP","GO:0070304","GO_POSITIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE"
"positiveregulationofstriatedmusclecelldifferentiation","positive regulation of striated muscle cell differentiation","BP","GO:0051155","GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION"
"positiveregulationofstriatedmusclecontraction","positive regulation of striated muscle contraction","BP","GO:0045989","GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION"
"positiveregulationofsubstrateadhesiondependentcellspreading","positive regulation of substrate adhesion-dependent cell spreading","BP","GO:1900026","GO_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING"
"positiveregulationofsynapseassembly","positive regulation of synapse assembly","BP","GO:0051965","GO_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY"
"positiveregulationofsynapsematuration","positive regulation of synapse maturation","BP","GO:0090129","GO_POSITIVE_REGULATION_OF_SYNAPSE_MATURATION"
"positiveregulationofsynaptictransmission","positive regulation of synaptic transmission","BP","GO:0050806","GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION"
"positiveregulationofsynaptictransmissiongabaergic","positive regulation of synaptic transmission, GABAergic","BP","GO:0032230","GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC"
"positiveregulationofsynaptictransmissionglutamatergic","positive regulation of synaptic transmission, glutamatergic","BP","GO:0051968","GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC"
"positiveregulationoftcellapoptoticprocess","positive regulation of T cell apoptotic process","BP","GO:0070234","GO_POSITIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS"
"positiveregulationoftcellcytokineproduction","positive regulation of T cell cytokine production","BP","GO:0002726","GO_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION"
"positiveregulationoftcelldifferentiationinthymus","positive regulation of T cell differentiation in thymus","BP","GO:0033089","GO_POSITIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS"
"positiveregulationoftcellmediatedcytotoxicity","positive regulation of T cell mediated cytotoxicity","BP","GO:0001916","GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY"
"positiveregulationoftcellmediatedimmunity","positive regulation of T cell mediated immunity","BP","GO:0002711","GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY"
"positiveregulationoftcellproliferation","positive regulation of T cell proliferation","BP","GO:0042102","GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION"
"positiveregulationoftelomeraseactivity","positive regulation of telomerase activity","BP","GO:0051973","GO_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY"
"positiveregulationoftelomerasernalocalizationtocajalbody","positive regulation of telomerase RNA localization to Cajal body","BP","GO:1904874","GO_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY"
"positiveregulationoftelomerecapping","positive regulation of telomere capping","BP","GO:1904355","GO_POSITIVE_REGULATION_OF_TELOMERE_CAPPING"
"positiveregulationoftelomeremaintenance","positive regulation of telomere maintenance","BP","GO:0032206","GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE"
"positiveregulationoftelomeremaintenanceviatelomerelengthening","positive regulation of telomere maintenance via telomere lengthening","BP","GO:1904358","GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING"
"positiveregulationofthelper1typeimmuneresponse","positive regulation of T-helper 1 type immune response","BP","GO:0002827","GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE"
"positiveregulationofthelpercelldifferentiation","positive regulation of T-helper cell differentiation","BP","GO:0045624","GO_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION"
"positiveregulationofthymocyteaggregation","positive regulation of thymocyte aggregation","BP","GO:2000400","GO_POSITIVE_REGULATION_OF_THYMOCYTE_AGGREGATION"
"positiveregulationoftissueremodeling","positive regulation of tissue remodeling","BP","GO:0034105","GO_POSITIVE_REGULATION_OF_TISSUE_REMODELING"
"positiveregulationoftolllikereceptorsignalingpathway","positive regulation of toll-like receptor signaling pathway","BP","GO:0034123","GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY"
"positiveregulationoftorsignaling","positive regulation of TOR signaling","BP","GO:0032008","GO_POSITIVE_REGULATION_OF_TOR_SIGNALING"
"positiveregulationoftranscriptionelongationfromrnapolymeraseiipromoter","positive regulation of transcription elongation from RNA polymerase II promoter","BP","GO:0032968","GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER"
"positiveregulationoftranscriptionfactorimportintonucleus","positive regulation of transcription factor import into nucleus","BP","GO:0042993","GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FACTOR_IMPORT_INTO_NUCLEUS"
"positiveregulationoftranscriptionfromrnapolymeraseiipromoter","positive regulation of transcription from RNA polymerase II promoter","BP","GO:0045944","GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER"
"positiveregulationoftranscriptionfromrnapolymeraseiipromoterinresponsetoendoplasmicreticulumstress","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","BP","GO:1990440","GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS"
"positiveregulationoftranscriptionfromrnapolymeraseiipromoterinresponsetostress","positive regulation of transcription from RNA polymerase II promoter in response to stress","BP","GO:0036003","GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS"
"positiveregulationoftranscriptionfromrnapolymeraseiipromoterinvolvedincellularresponsetochemicalstimulus","positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus","BP","GO:1901522","GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS"
"positiveregulationoftranscriptionfromrnapolymeraseipromoter","positive regulation of transcription from RNA polymerase I promoter","BP","GO:0045943","GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_I_PROMOTER"
"positiveregulationoftranscriptioninitiationfromrnapolymeraseiipromoter","positive regulation of transcription initiation from RNA polymerase II promoter","BP","GO:0060261","GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER"
"positiveregulationoftranscriptionregulatoryregiondnabinding","positive regulation of transcription regulatory region DNA binding","BP","GO:2000679","GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING"
"positiveregulationoftransferaseactivity","positive regulation of transferase activity","BP","GO:0051347","GO_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY"
"positiveregulationoftransforminggrowthfactorbetaproduction","positive regulation of transforming growth factor beta production","BP","GO:0071636","GO_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION"
"positiveregulationoftransforminggrowthfactorbetareceptorsignalingpathway","positive regulation of transforming growth factor beta receptor signaling pathway","BP","GO:0030511","GO_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY"
"positiveregulationoftranslationalinitiation","positive regulation of translational initiation","BP","GO:0045948","GO_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION"
"positiveregulationoftransmembranereceptorproteinserinethreoninekinasesignalingpathway","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP","GO:0090100","GO_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY"
